case_id,case_title,case_text,case_category,case_type,jurisdiction,year
2578,Business Dispute Matter 1672,"The present case arises from a dispute involving the purchaser. The matter relates to business dispute and involves contract and partnership. The relevant party claimed payment under a contract. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. Additional correspondence was considered as part of the dispute. Variation 372.",Commercial,Business Dispute,Family Court,2018
1259,Child Custody Matter 1450,"The matter before the court concerns the spouse. The matter relates to child custody and involves guardianship and custody. The relevant party sought guardianship. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The parties relied on supporting records during the proceedings. Variation 353.",Family,Child Custody,Sessions Court,2024
487,Business Dispute Matter 1949,"The petitioner filed proceedings before the court concerning the company. The matter relates to business dispute and involves payment and commercial agreement. The relevant party claimed payment under a contract. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The parties relied on supporting records during the proceedings. Variation 553.",Commercial,Business Dispute,District Court,2023
2038,Maintenance Matter 1097,"The claimant brought an action relating to the parents. The matter relates to maintenance and involves divorce and custody. The relevant party sought guardianship. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The claim was examined in light of the facts stated in the pleadings. Variation 184.",Commercial,Maintenance,Commercial Court,2021
2546,Trade Dispute Matter 1705,"The claimant brought an action relating to the business partner. The matter relates to trade dispute and involves business and transaction. The relevant party disputed a business transaction. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The matter also concerns the documentary record submitted by the parties. Variation 76.",Commercial,Trade Dispute,Commercial Court,2018
1909,Wrongful Termination Matter 2308,"The parties entered into proceedings concerning the employee. The matter relates to wrongful termination and involves employer and dismissal. The relevant party claimed unpaid salary. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The claim was examined in light of the facts stated in the pleadings. Variation 334.",Employment,Wrongful Termination,High Court,2021
107,Company Claim Matter 1576,"The claimant brought an action relating to the supplier. The matter relates to company claim and involves business and payment. The relevant party sought commercial damages. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The matter also concerns the documentary record submitted by the parties. Variation 406.",Commercial,Company Claim,Commercial Court,2021
444,Child Custody Matter 1199,"The matter before the court concerns the respondent. The matter relates to child custody and involves guardianship and maintenance. The relevant party challenged the marriage claim. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties relied on supporting records during the proceedings. Variation 448.",Family,Child Custody,Family Court,2025
1955,Marriage Dispute Matter 1284,"The matter before the court concerns the petitioner. The matter relates to marriage dispute and involves alimony and family relationship. The relevant party requested maintenance. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The claim was examined in light of the facts stated in the pleadings. Variation 154.",Family,Marriage Dispute,Sessions Court,2020
647,Trademark Infringement Matter 2505,"The present case arises from a dispute involving the patent owner. The matter relates to trademark infringement and involves licensing and infringement. The relevant party sought an injunction against unauthorized use. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The claim was examined in light of the facts stated in the pleadings. Variation 399.",Intellectual Property,Trademark Infringement,Civil Court,2022
1763,Licensing Dispute Matter 2700,"The parties entered into proceedings concerning the patent owner. The matter relates to licensing dispute and involves trademark and copyright. The relevant party disputed a licensing agreement. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. Additional correspondence was considered as part of the dispute. Variation 117.",Intellectual Property,Licensing Dispute,Sessions Court,2020
727,Contract Dispute Matter 271,"The parties entered into proceedings concerning residential property. The matter relates to contract dispute and involves ownership and possession. The relevant party sought compensation. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The parties relied on supporting records during the proceedings. Variation 158.",Civil,Contract Dispute,Civil Court,2018
2239,Child Custody Matter 1357,"The applicant submitted a petition regarding the petitioner. The matter relates to child custody and involves family relationship and maintenance. The relevant party requested maintenance. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties presented relevant documents for consideration. Variation 95.",Family,Child Custody,Family Court,2024
1857,Business Dispute Matter 1672,"The present case arises from a dispute involving the purchaser. The matter relates to business dispute and involves contract and partnership. The relevant party claimed payment under a contract. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The parties presented relevant documents for consideration. Variation 330.",Commercial,Business Dispute,Family Court,2018
2331,Business Dispute Matter 1536,"The petitioner filed proceedings before the court concerning the respondent company. The matter relates to business dispute and involves payment and business. The relevant party disputed a business transaction. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The matter also concerns the documentary record submitted by the parties. Variation 441.",Commercial,Business Dispute,Family Court,2019
30,Guardianship Matter 1373,"The applicant submitted a petition regarding the spouse. The matter relates to guardianship and involves alimony and custody. The relevant party sought guardianship. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. Additional correspondence was considered as part of the dispute. Variation 192.",Family,Guardianship,Civil Court,2022
170,Contract Dispute Matter 250,"The present case arises from a dispute involving construction project. The matter relates to contract dispute and involves damages and compensation. The relevant party alleged breach of agreement. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The parties relied on supporting records during the proceedings. Variation 533.",Civil,Contract Dispute,Sessions Court,2019
1002,Damages Claim Matter 115,"The present case arises from a dispute involving land parcel. The matter relates to damages claim and involves possession and ownership. The relevant party requested possession. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties relied on supporting records during the proceedings. Variation 498.",Civil,Damages Claim,Commercial Court,2022
2149,Dismissal Dispute Matter 2330,"The present case arises from a dispute involving the worker. The matter relates to dismissal dispute and involves employee and employment. The relevant party claimed unpaid salary. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties presented relevant documents for consideration. Variation 200.",Employment,Dismissal Dispute,District Court,2022
198,Patent Dispute Matter 2876,"The claimant brought an action relating to the patent owner. The matter relates to patent dispute and involves licensing and rights holder. The relevant party disputed a licensing agreement. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The claim was examined in light of the facts stated in the pleadings. Variation 14.",Intellectual Property,Patent Dispute,Sessions Court,2022
496,Criminal Breach Matter 717,"The petitioner filed proceedings before the court concerning the investigating officer. The matter relates to criminal breach and involves evidence and investigation. The relevant party denied the allegations. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The parties presented relevant documents for consideration. Variation 245.",Criminal,Criminal Breach,Family Court,2018
2027,Child Custody Matter 1384,"The petitioner filed proceedings before the court concerning the spouse. The matter relates to child custody and involves family relationship and marriage. The relevant party sought guardianship. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The parties relied on supporting records during the proceedings. Variation 298.",Family,Child Custody,High Court,2023
648,Ownership Dispute Matter 472,"The matter before the court concerns loan agreement. The matter relates to ownership dispute and involves ownership and negligence. The relevant party sought compensation. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The claim was examined in light of the facts stated in the pleadings. Variation 359.",Civil,Ownership Dispute,District Court,2024
45,Trade Dispute Matter 1998,"The petitioner filed proceedings before the court concerning the company. The matter relates to trade dispute and involves company and partnership. The relevant party sought commercial damages. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The claim was examined in light of the facts stated in the pleadings. Variation 24.",Commercial,Trade Dispute,Sessions Court,2019
2759,Partnership Dispute Matter 1752,"The matter before the court concerns the respondent company. The matter relates to partnership dispute and involves company and business. The relevant party alleged breach of a commercial agreement. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The claim was examined in light of the facts stated in the pleadings. Variation 284.",Commercial,Partnership Dispute,District Court,2018
374,Trade Dispute Matter 1558,"The matter before the court concerns the business partner. The matter relates to trade dispute and involves contract and payment. The relevant party disputed a business transaction. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. Additional correspondence was considered as part of the dispute. Variation 217.",Commercial,Trade Dispute,Family Court,2018
679,Business Dispute Matter 1825,"THE PRESENT CASE ARISES FROM A DISPUTE INVOLVING THE BUSINESS PARTNER. THE MATTER RELATES TO BUSINESS DISPUTE AND INVOLVES PAYMENT AND CONTRACT. THE RELEVANT PARTY CLAIMED PAYMENT UNDER A CONTRACT. THE PLEADINGS STATE THAT THE DISPUTE DEVELOPED OVER APPROXIMATELY 12 MONTHS AND INVOLVED AN AMOUNT OR CLAIM VALUED AT 500000 MONETARY UNITS. THE PARTIES RELIED ON AGREEMENTS, RECORDS, CORRESPONDENCE, AND OTHER EVIDENCE. THE PARTIES PRESENTED DOCUMENTS AND STATEMENTS IN SUPPORT OF THEIR RESPECTIVE POSITIONS. THE PARTIES PRESENTED RELEVANT DOCUMENTS FOR CONSIDERATION. VARIATION 505.",Commercial,Business Dispute,Family Court,2019
567,Company Claim Matter 1533,"The applicant submitted a petition regarding the supplier. The matter relates to company claim and involves commercial agreement and partnership. The relevant party challenged a partnership obligation. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The claim was examined in light of the facts stated in the pleadings. Variation 54.",Commercial,Company Claim,Civil Court,2021
2896,Patent Dispute Matter 2602,"The applicant submitted a petition regarding the trademark proprietor. The matter relates to patent dispute and involves licensing and trademark. The relevant party disputed a licensing agreement. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The matter also concerns the documentary record submitted by the parties. Variation 131.",Intellectual Property,Patent Dispute,Civil Court,2023
461,Maintenance Matter 1472,"The petitioner filed proceedings before the court concerning the spouse. The matter relates to maintenance and involves family relationship and marriage. The relevant party sought child custody. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The parties relied on supporting records during the proceedings. Variation 328.",Family,Maintenance,Sessions Court,2019
1933,Negligence Claim Matter 436,"THE PETITIONER FILED PROCEEDINGS BEFORE THE COURT CONCERNING SALE AGREEMENT. THE MATTER RELATES TO NEGLIGENCE CLAIM AND INVOLVES OWNERSHIP AND POSSESSION. THE RELEVANT PARTY FILED A CIVIL CLAIM. THE PLEADINGS STATE THAT THE DISPUTE DEVELOPED OVER APPROXIMATELY 48 MONTHS AND INVOLVED AN AMOUNT OR CLAIM VALUED AT 100000 MONETARY UNITS. THE PARTIES RELIED ON AGREEMENTS, RECORDS, CORRESPONDENCE, AND OTHER EVIDENCE. THE DISPUTE REMAINED SUBJECT TO JUDICIAL DETERMINATION. ADDITIONAL CORRESPONDENCE WAS CONSIDERED AS PART OF THE DISPUTE. VARIATION 342.",Civil,Negligence Claim,Civil Court,2023
1156,Criminal Breach Matter 566,"The applicant submitted a petition regarding the complainant. The matter relates to criminal breach and involves accused and evidence. The relevant party was charged with an offence. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. Additional correspondence was considered as part of the dispute. Variation 247.",Criminal,Criminal Breach,Family Court,2020
40,Guardianship Matter 1126,"The present case arises from a dispute involving the spouse. The matter relates to guardianship and involves guardianship and marriage. The relevant party sought guardianship. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The claim was examined in light of the facts stated in the pleadings. Variation 249.",Family,Guardianship,Family Court,2023
2483,Negligence Claim Matter 480,"The petitioner filed proceedings before the court concerning sale agreement. The matter relates to negligence claim and involves compensation and negligence. The relevant party alleged breach of agreement. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The matter also concerns the documentary record submitted by the parties. Variation 596.",Civil,Negligence Claim,High Court,2021
974,Criminal Breach Matter 894,"The matter before the court concerns the prosecution. The matter relates to criminal breach and involves offence and arrest. The relevant party was accused of unlawful conduct. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The claim was examined in light of the facts stated in the pleadings. Variation 429.",Criminal,Criminal Breach,Commercial Court,2024
1787,Salary Dispute Matter 2404,"The petitioner filed proceedings before the court concerning the employee. The matter relates to salary dispute and involves workplace and employee. The relevant party claimed unpaid salary. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. Additional correspondence was considered as part of the dispute. Variation 317.",Employment,Salary Dispute,Civil Court,2021
1499,Business Dispute Matter 1580,"The applicant submitted a petition regarding the business partner. The matter relates to business dispute and involves payment and business. The relevant party sought commercial damages. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. Additional correspondence was considered as part of the dispute. Variation 562.",Commercial,Business Dispute,Commercial Court,2021
2505,Assault Matter 924,"The claimant brought an action relating to the prosecution. The matter relates to assault and involves offence and criminal proceedings. The relevant party was charged with an offence. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The matter also concerns the documentary record submitted by the parties. Variation 206.",Criminal,Assault,Civil Court,2019
1836,Criminal Breach Matter 624,"The present case arises from a dispute involving the investigating officer. The matter relates to criminal breach and involves evidence and arrest. The relevant party was charged with an offence. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The parties presented relevant documents for consideration. Variation 155.",Criminal,Criminal Breach,Commercial Court,2020
2309,Theft Matter 676,"The petitioner filed proceedings before the court concerning the defendant. The matter relates to theft and involves prosecution and evidence. The relevant party faced criminal proceedings. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The claim was examined in light of the facts stated in the pleadings. Variation 54.",Criminal,Theft,Commercial Court,2018
1841,Offence Investigation Matter 660,"The claimant brought an action relating to the prosecution. The matter relates to offence investigation and involves evidence and investigation. The relevant party was accused of unlawful conduct. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The parties presented relevant documents for consideration. Variation 115.",Criminal,Offence Investigation,High Court,2020
2084,Trademark Infringement Matter 2723,"The present case arises from a dispute involving the trademark proprietor. The matter relates to trademark infringement and involves rights holder and copyright. The relevant party challenged patent use. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The claim was examined in light of the facts stated in the pleadings. Variation 359.",Intellectual Property,Trademark Infringement,Family Court,2019
828,Maintenance Matter 1377,"The matter before the court concerns the parents. The matter relates to maintenance and involves custody and marriage. The relevant party filed a petition for divorce. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The matter also concerns the documentary record submitted by the parties. Variation 401.",Family,Maintenance,Sessions Court,2020
1936,Employment Contract Matter 2262,"The parties entered into proceedings concerning the management. The matter relates to employment contract and involves workplace and salary. The relevant party claimed unpaid salary. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The parties presented relevant documents for consideration. Variation 210.",Employment,Employment Contract,Civil Court,2023
2045,Trademark Infringement Matter 2899,"The claimant brought an action relating to the trademark proprietor. The matter relates to trademark infringement and involves trademark and rights holder. The relevant party alleged trademark infringement. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The parties presented relevant documents for consideration. Variation 155.",Intellectual Property,Trademark Infringement,Family Court,2019
310,Property Dispute Matter 370,"The claimant brought an action relating to sale agreement. The matter relates to property dispute and involves damages and breach. The relevant party requested possession. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The parties presented relevant documents for consideration. Variation 325.",Civil,Property Dispute,District Court,2021
277,Copyright Claim Matter 2726,"The parties entered into proceedings concerning the rights holder. The matter relates to copyright claim and involves copyright and intellectual property. The relevant party challenged patent use. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The parties relied on supporting records during the proceedings. Variation 418.",Intellectual Property,Copyright Claim,Commercial Court,2024
637,Licensing Dispute Matter 2718,"The matter before the court concerns the trademark proprietor. The matter relates to licensing dispute and involves copyright and rights holder. The relevant party disputed a licensing agreement. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The claim was examined in light of the facts stated in the pleadings. Variation 284.",Intellectual Property,Licensing Dispute,Civil Court,2019
655,Patent Dispute Matter 2879,"The matter before the court concerns the applicant. The matter relates to patent dispute and involves intellectual property and copyright. The relevant party alleged trademark infringement. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The parties relied on supporting records during the proceedings. Variation 233.",Intellectual Property,Patent Dispute,Sessions Court,2019
623,Commercial Contract Matter 1846,"The petitioner filed proceedings before the court concerning the respondent company. The matter relates to commercial contract and involves business and payment. The relevant party sought commercial damages. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The claim was examined in light of the facts stated in the pleadings. Variation 129.",Commercial,Commercial Contract,Civil Court,2018
1860,Commercial Contract Matter 1858,"The petitioner filed proceedings before the court concerning the purchaser. The matter relates to commercial contract and involves payment and business. The relevant party disputed a business transaction. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The parties relied on supporting records during the proceedings. Variation 73.",Commercial,Commercial Contract,District Court,2025
845,Fraud Matter 614,"The parties entered into proceedings concerning the accused. The matter relates to fraud and involves offence and evidence. The relevant party was accused of unlawful conduct. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The matter also concerns the documentary record submitted by the parties. Variation 321.",Criminal,Fraud,Family Court,2023
394,Guardianship Matter 1107,"The applicant submitted a petition regarding the child. The matter relates to guardianship and involves divorce and family relationship. The relevant party filed a petition for divorce. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The parties presented relevant documents for consideration. Variation 460.",Family,Guardianship,High Court,2021
2156,Trade Dispute Matter 1548,"The applicant submitted a petition regarding the company. The matter relates to trade dispute and involves company and contract. The relevant party sought commercial damages. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. Additional correspondence was considered as part of the dispute. Variation 462.",Commercial,Trade Dispute,Commercial Court,2024
350,Ownership Dispute Matter 414,"The present case arises from a dispute involving commercial premises. The matter relates to ownership dispute and involves property rights and breach. The relevant party filed a civil claim. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. Additional correspondence was considered as part of the dispute. Variation 412.",Civil,Ownership Dispute,Family Court,2020
2573,Negligence Claim Matter 326,"The applicant submitted a petition regarding construction project. The matter relates to negligence claim and involves ownership and property rights. The relevant party filed a civil claim. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The parties relied on supporting records during the proceedings. Variation 513.",Civil,Negligence Claim,District Court,2019
785,Marriage Dispute Matter 1272,"The applicant submitted a petition regarding the petitioner. The matter relates to marriage dispute and involves marriage and maintenance. The relevant party filed a petition for divorce. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The claim was examined in light of the facts stated in the pleadings. Variation 164.",Family,Marriage Dispute,Sessions Court,2022
48,Ownership Dispute Matter 30,"The claimant brought an action relating to sale agreement. The matter relates to ownership dispute and involves property rights and breach. The relevant party requested possession. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The parties presented relevant documents for consideration. Variation 15.",Civil,Ownership Dispute,Commercial Court,2019
1979,Fraud Matter 729,"The applicant submitted a petition regarding the complainant. The matter relates to fraud and involves criminal proceedings and evidence. The relevant party was accused of unlawful conduct. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. Additional correspondence was considered as part of the dispute. Variation 317.",Criminal,Fraud,District Court,2025
2252,Patent Dispute Matter 2887,"The claimant brought an action relating to the patent owner. The matter relates to patent dispute and involves infringement and trademark. The relevant party alleged trademark infringement. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties presented relevant documents for consideration. Variation 240.",Intellectual Property,Patent Dispute,District Court,2021
1656,Partnership Dispute Matter 1609,"The present case arises from a dispute involving the purchaser. The matter relates to partnership dispute and involves transaction and commercial agreement. The relevant party challenged a partnership obligation. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. Additional correspondence was considered as part of the dispute. Variation 357.",Commercial,Partnership Dispute,Sessions Court,2025
2070,Fraud Matter 778,"The applicant submitted a petition regarding the complainant. The matter relates to fraud and involves arrest and investigation. The relevant party was charged with an offence. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The parties relied on supporting records during the proceedings. Variation 303.",Criminal,Fraud,Sessions Court,2025
403,Company Claim Matter 1744,"The petitioner filed proceedings before the court concerning the company. The matter relates to company claim and involves commercial agreement and payment. The relevant party sought commercial damages. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The parties presented relevant documents for consideration. Variation 10.",Commercial,Company Claim,Commercial Court,2021
1108,Copyright Claim Matter 2952,"The present case arises from a dispute involving the trademark proprietor. The matter relates to copyright claim and involves copyright and infringement. The relevant party disputed a licensing agreement. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The matter also concerns the documentary record submitted by the parties. Variation 436.",Intellectual Property,Copyright Claim,Sessions Court,2022
1155,Trade Dispute Matter 1607,"The matter before the court concerns the company. The matter relates to trade dispute and involves commercial agreement and contract. The relevant party sought commercial damages. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The claim was examined in light of the facts stated in the pleadings. Variation 164.",Commercial,Trade Dispute,Civil Court,2025
1440,Trade Dispute Matter 1955,"The parties entered into proceedings concerning the supplier. The matter relates to trade dispute and involves contract and commercial agreement. The relevant party alleged breach of a commercial agreement. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The parties relied on supporting records during the proceedings. Variation 348.",Commercial,Trade Dispute,District Court,2024
1699,Divorce Matter 1133,"The claimant brought an action relating to the spouse. The matter relates to divorce and involves divorce and marriage. The relevant party sought guardianship. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The matter also concerns the documentary record submitted by the parties. Variation 441.",Employment,Divorce,High Court,2018
